PALAVRAS DA ARVORE AVL COM A QUANTIDADE DE OCORRENCIAS
PALAVRA: a                             	Qtde: 21728
PALAVRA: stood                         	Qtde: 544
PALAVRA: stooped                       	Qtde: 96
PALAVRA: stooping                      	Qtde: 16
PALAVRA: stop                          	Qtde: 96
PALAVRA: stopped                       	Qtde: 112
PALAVRA: stopping                      	Qtde: 16
PALAVRA: stops                         	Qtde: 16
PALAVRA: stored                        	Qtde: 16
PALAVRA: stories                       	Qtde: 48
PALAVRA: storm                         	Qtde: 16
PALAVRA: story                         	Qtde: 288
PALAVRA: stout                         	Qtde: 16
PALAVRA: straight                      	Qtde: 208
PALAVRA: strain                        	Qtde: 16
PALAVRA: strained                      	Qtde: 16
PALAVRA: straining                     	Qtde: 32
PALAVRA: straitjacket                  	Qtde: 16
PALAVRA: strand                        	Qtde: 16
PALAVRA: strange                       	Qtde: 384
PALAVRA: strangely                     	Qtde: 32
PALAVRA: stranger                      	Qtde: 192
PALAVRA: strangest                     	Qtde: 16
PALAVRA: strangling                    	Qtde: 16
PALAVRA: straw                         	Qtde: 32
PALAVRA: streaks                       	Qtde: 16
PALAVRA: stream                        	Qtde: 48
PALAVRA: streams                       	Qtde: 16
PALAVRA: street                        	Qtde: 528
PALAVRA: strength                      	Qtde: 32
PALAVRA: stress                        	Qtde: 16
PALAVRA: stretch                       	Qtde: 16
PALAVRA: stretched                     	Qtde: 64
PALAVRA: stretching                    	Qtde: 16
PALAVRA: strict                        	Qtde: 16
PALAVRA: stride                        	Qtde: 16
PALAVRA: strident                      	Qtde: 16
PALAVRA: strike                        	Qtde: 32
PALAVRA: strikes                       	Qtde: 48
PALAVRA: striking                      	Qtde: 16
PALAVRA: strikinglooking               	Qtde: 16
PALAVRA: string                        	Qtde: 16
PALAVRA: strings                       	Qtde: 16
PALAVRA: strip                         	Qtde: 16
PALAVRA: stroll                        	Qtde: 16
PALAVRA: strolled                      	Qtde: 16
PALAVRA: strolling                     	Qtde: 16
PALAVRA: strong                        	Qtde: 224
PALAVRA: stronger                      	Qtde: 16
PALAVRA: strongest                     	Qtde: 64
PALAVRA: strongly                      	Qtde: 48
PALAVRA: strongminded                  	Qtde: 16
PALAVRA: struck                        	Qtde: 256
PALAVRA: struggled                     	Qtde: 16
PALAVRA: stub                          	Qtde: 16
PALAVRA: stuck                         	Qtde: 16
PALAVRA: student                       	Qtde: 16
PALAVRA: students                      	Qtde: 16
PALAVRA: studies                       	Qtde: 16
PALAVRA: study                         	Qtde: 128
PALAVRA: studyit                       	Qtde: 16
PALAVRA: stumbled                      	Qtde: 32
PALAVRA: stunted                       	Qtde: 48
PALAVRA: stupid                        	Qtde: 32
PALAVRA: sturdily                      	Qtde: 16
PALAVRA: subdued                       	Qtde: 48
PALAVRA: subject                       	Qtde: 128
PALAVRA: submission                    	Qtde: 16
PALAVRA: submitted                     	Qtde: 32
PALAVRA: subscribe                     	Qtde: 16
PALAVRA: subtle                        	Qtde: 16
PALAVRA: subtly                        	Qtde: 16
PALAVRA: succeed                       	Qtde: 32
PALAVRA: succeeded                     	Qtde: 80
PALAVRA: success                       	Qtde: 64
PALAVRA: successes                     	Qtde: 16
PALAVRA: successful                    	Qtde: 16
PALAVRA: successfully                  	Qtde: 32
PALAVRA: succession                    	Qtde: 48
PALAVRA: such                          	Qtde: 1136
PALAVRA: sucked                        	Qtde: 32
PALAVRA: sucker                        	Qtde: 16
PALAVRA: sudden                        	Qtde: 128
PALAVRA: suddenly                      	Qtde: 224
PALAVRA: suffer                        	Qtde: 16
PALAVRA: suffered                      	Qtde: 64
PALAVRA: sufficient                    	Qtde: 32
PALAVRA: suggest                       	Qtde: 144
PALAVRA: suggested                     	Qtde: 144
PALAVRA: suggesting                    	Qtde: 16
PALAVRA: suggestion                    	Qtde: 32
PALAVRA: suggestive                    	Qtde: 48
PALAVRA: suggestiveness                	Qtde: 16
PALAVRA: suggests                      	Qtde: 16
PALAVRA: suggestshalloa                	Qtde: 16
PALAVRA: suit                          	Qtde: 80
PALAVRA: suitor                        	Qtde: 16
PALAVRA: suitoreven                    	Qtde: 16
PALAVRA: suits                         	Qtde: 16
PALAVRA: suitthe                       	Qtde: 16
PALAVRA: sulphur                       	Qtde: 16
PALAVRA: sum                           	Qtde: 32
PALAVRA: summerhouse                   	Qtde: 32
PALAVRA: summit                        	Qtde: 96
PALAVRA: summons                       	Qtde: 16
PALAVRA: sums                          	Qtde: 32
PALAVRA: sun                           	Qtde: 144
PALAVRA: sundown                       	Qtde: 32
PALAVRA: sunken                        	Qtde: 16
PALAVRA: sunlight                      	Qtde: 16
PALAVRA: sunlit                        	Qtde: 16
PALAVRA: supernatural                  	Qtde: 128
PALAVRA: supernaturalists              	Qtde: 16
PALAVRA: supersede                     	Qtde: 16
PALAVRA: superstition                  	Qtde: 64
PALAVRA: superstitious                 	Qtde: 32
PALAVRA: supper                        	Qtde: 32
PALAVRA: suppers                       	Qtde: 16
PALAVRA: supple                        	Qtde: 16
PALAVRA: supplied                      	Qtde: 64
PALAVRA: supplies                      	Qtde: 16
PALAVRA: support                       	Qtde: 112
PALAVRA: suppose                       	Qtde: 224
PALAVRA: supposed                      	Qtde: 48
PALAVRA: supposing                     	Qtde: 48
PALAVRA: supposition                   	Qtde: 16
PALAVRA: suppressed                    	Qtde: 16
PALAVRA: supraorbital                  	Qtde: 32
PALAVRA: supreme                       	Qtde: 96
PALAVRA: sure                          	Qtde: 336
PALAVRA: surely                        	Qtde: 304
PALAVRA: surest                        	Qtde: 16
PALAVRA: surface                       	Qtde: 32
PALAVRA: surgeons                      	Qtde: 16
PALAVRA: surgery                       	Qtde: 16
PALAVRA: surges                        	Qtde: 16
PALAVRA: surgical                      	Qtde: 16
PALAVRA: surmise                       	Qtde: 64
PALAVRA: surmises                      	Qtde: 16
PALAVRA: surmounted                    	Qtde: 16
PALAVRA: surprise                      	Qtde: 256
PALAVRA: surprised                     	Qtde: 208
PALAVRA: surprising                    	Qtde: 48
PALAVRA: surround                      	Qtde: 32
PALAVRA: surrounded                    	Qtde: 32
PALAVRA: surrounding                   	Qtde: 16
PALAVRA: surroundings                  	Qtde: 32
PALAVRA: surveyed                      	Qtde: 16
PALAVRA: survive                       	Qtde: 16
PALAVRA: suspect                       	Qtde: 48
PALAVRA: suspected                     	Qtde: 16
PALAVRA: suspects                      	Qtde: 16
PALAVRA: suspicion                     	Qtde: 32
PALAVRA: suspicions                    	Qtde: 144
PALAVRA: suspicionsnot                 	Qtde: 16
PALAVRA: suspicious                    	Qtde: 16
PALAVRA: swallow                       	Qtde: 16
PALAVRA: swallowed                     	Qtde: 16
PALAVRA: swamp                         	Qtde: 32
PALAVRA: swan                          	Qtde: 16
PALAVRA: swarm                         	Qtde: 16
PALAVRA: swathed                       	Qtde: 16
PALAVRA: sway                          	Qtde: 16
PALAVRA: swayed                        	Qtde: 16
PALAVRA: swear                         	Qtde: 272
PALAVRA: swedish                       	Qtde: 16
PALAVRA: sweeps                        	Qtde: 16
PALAVRA: sweet                         	Qtde: 32
PALAVRA: swelled                       	Qtde: 16
PALAVRA: swelling                      	Qtde: 16
PALAVRA: swept                         	Qtde: 80
PALAVRA: swift                         	Qtde: 48
PALAVRA: swiftly                       	Qtde: 176
PALAVRA: swirl                         	Qtde: 16
PALAVRA: swollen                       	Qtde: 16
PALAVRA: sword                         	Qtde: 16
PALAVRA: swore                         	Qtde: 32
PALAVRA: sworn                         	Qtde: 32
PALAVRA: swung                         	Qtde: 48
PALAVRA: symptom                       	Qtde: 16
PALAVRA: synonymous                    	Qtde: 16
PALAVRA: system                        	Qtde: 32
PALAVRA: table                         	Qtde: 144
PALAVRA: take                          	Qtde: 544
PALAVRA: taken                         	Qtde: 368
PALAVRA: takes                         	Qtde: 64
PALAVRA: taking                        	Qtde: 144
PALAVRA: tale                          	Qtde: 16
PALAVRA: tales                         	Qtde: 16
PALAVRA: talk                          	Qtde: 176
PALAVRA: talked                        	Qtde: 48
PALAVRA: talking                       	Qtde: 64
PALAVRA: tall                          	Qtde: 112
PALAVRA: taller                        	Qtde: 32
PALAVRA: tan                           	Qtde: 16
PALAVRA: tangle                        	Qtde: 48
PALAVRA: tangled                       	Qtde: 16
PALAVRA: tapered                       	Qtde: 16
PALAVRA: tapped                        	Qtde: 16
PALAVRA: tariff                        	Qtde: 32
PALAVRA: task                          	Qtde: 80
PALAVRA: taste                         	Qtde: 32
PALAVRA: tastes                        	Qtde: 64
PALAVRA: tax                           	Qtde: 96
PALAVRA: taxed                         	Qtde: 16
PALAVRA: taxes                         	Qtde: 16
PALAVRA: taxpayer                      	Qtde: 16
PALAVRA: teach                         	Qtde: 32
PALAVRA: tear                          	Qtde: 16
PALAVRA: tears                         	Qtde: 32
PALAVRA: tearstained                   	Qtde: 16
PALAVRA: teens                         	Qtde: 16
PALAVRA: teeth                         	Qtde: 48
PALAVRA: telegram                      	Qtde: 176
PALAVRA: telegrams                     	Qtde: 32
PALAVRA: telegraph                     	Qtde: 16
PALAVRA: telegraphoffice               	Qtde: 16
PALAVRA: telescope                     	Qtde: 96
PALAVRA: tell                          	Qtde: 1104
PALAVRA: telling                       	Qtde: 96
PALAVRA: telltale                      	Qtde: 16
PALAVRA: temper                        	Qtde: 32
PALAVRA: temperament                   	Qtde: 16
PALAVRA: tempestuous                   	Qtde: 16
PALAVRA: temples                       	Qtde: 16
PALAVRA: temporary                     	Qtde: 16
PALAVRA: ten                           	Qtde: 176
PALAVRA: tenacious                     	Qtde: 16
PALAVRA: tenacity                      	Qtde: 16
PALAVRA: tenant                        	Qtde: 80
PALAVRA: tends                         	Qtde: 16
PALAVRA: tense                         	Qtde: 16
PALAVRA: terminate                     	Qtde: 16
PALAVRA: terms                         	Qtde: 336
PALAVRA: terrible                      	Qtde: 176
PALAVRA: terriblea                     	Qtde: 16
PALAVRA: terrier                       	Qtde: 32
PALAVRA: terrified                     	Qtde: 16
PALAVRA: terror                        	Qtde: 96
PALAVRA: test                          	Qtde: 48
PALAVRA: testily                       	Qtde: 16
PALAVRA: testimonials                  	Qtde: 16
PALAVRA: testimony                     	Qtde: 16
PALAVRA: th                            	Qtde: 80
PALAVRA: tha                           	Qtde: 16
PALAVRA: thall                         	Qtde: 16
PALAVRA: than                          	Qtde: 1440
PALAVRA: thank                         	Qtde: 192
PALAVRA: thankfulness                  	Qtde: 16
PALAVRA: that                          	Qtde: 18288
PALAVRA: thats                         	Qtde: 176
PALAVRA: the                           	Qtde: 56160
PALAVRA: their                         	Qtde: 1008
PALAVRA: them                          	Qtde: 1552
PALAVRA: themand                       	Qtde: 16
PALAVRA: themselves                    	Qtde: 48
PALAVRA: then                          	Qtde: 2432
PALAVRA: thence                        	Qtde: 48
PALAVRA: theophilus                    	Qtde: 16
PALAVRA: theories                      	Qtde: 64
PALAVRA: theorizing                    	Qtde: 16
PALAVRA: theory                        	Qtde: 80
PALAVRA: there                         	Qtde: 4816
PALAVRA: therefore                     	Qtde: 272
PALAVRA: thereof                       	Qtde: 32
PALAVRA: theres                        	Qtde: 224
PALAVRA: these                         	Qtde: 1104
PALAVRA: they                          	Qtde: 1712
PALAVRA: theyll                        	Qtde: 16
PALAVRA: theyve                        	Qtde: 48
PALAVRA: thick                         	Qtde: 176
PALAVRA: thickiron                     	Qtde: 16
PALAVRA: thickly                       	Qtde: 64
PALAVRA: thieves                       	Qtde: 16
PALAVRA: thighdeep                     	Qtde: 16
PALAVRA: thin                          	Qtde: 192
PALAVRA: thing                         	Qtde: 512
PALAVRA: things                        	Qtde: 368
PALAVRA: think                         	Qtde: 1440
PALAVRA: thinking                      	Qtde: 64
PALAVRA: thinks                        	Qtde: 32
PALAVRA: thinlipped                    	Qtde: 16
PALAVRA: thinner                       	Qtde: 16
PALAVRA: thins                         	Qtde: 16
PALAVRA: third                         	Qtde: 48
PALAVRA: thirteen                      	Qtde: 16
PALAVRA: thirty                        	Qtde: 64
PALAVRA: this                          	Qtde: 6160
PALAVRA: thornbush                     	Qtde: 16
PALAVRA: thoroughly                    	Qtde: 16
PALAVRA: thorsley                      	Qtde: 16
PALAVRA: those                         	Qtde: 704
PALAVRA: though                        	Qtde: 448
PALAVRA: thought                       	Qtde: 672
PALAVRA: thoughtfully                  	Qtde: 16
PALAVRA: thoughts                      	Qtde: 112
PALAVRA: thousand                      	Qtde: 64
PALAVRA: thousands                     	Qtde: 16
PALAVRA: thread                        	Qtde: 32
PALAVRA: threads                       	Qtde: 80
PALAVRA: threaten                      	Qtde: 16
PALAVRA: threatened                    	Qtde: 32
PALAVRA: threats                       	Qtde: 16
PALAVRA: three                         	Qtde: 416
PALAVRA: threequarters                 	Qtde: 16
PALAVRA: threshold                     	Qtde: 16
PALAVRA: threw                         	Qtde: 48
PALAVRA: thrill                        	Qtde: 80
PALAVRA: thrilled                      	Qtde: 16
PALAVRA: throat                        	Qtde: 128
PALAVRA: throbbing                     	Qtde: 32
PALAVRA: through                       	Qtde: 896
PALAVRA: throughout                    	Qtde: 48
PALAVRA: throw                         	Qtde: 80
PALAVRA: throwback                     	Qtde: 16
PALAVRA: throwing                      	Qtde: 64
PALAVRA: thrown                        	Qtde: 96
PALAVRA: thrust                        	Qtde: 64
PALAVRA: thud                          	Qtde: 16
PALAVRA: thumbed                       	Qtde: 16
PALAVRA: thunder                       	Qtde: 128
PALAVRA: thus                          	Qtde: 48
PALAVRA: tide                          	Qtde: 16
PALAVRA: tied                          	Qtde: 32
PALAVRA: tight                         	Qtde: 16
PALAVRA: tightly                       	Qtde: 16
PALAVRA: timber                        	Qtde: 16
PALAVRA: time                          	Qtde: 1344
PALAVRA: times                         	Qtde: 240
PALAVRA: timescartwright               	Qtde: 16
PALAVRA: timestained                   	Qtde: 16
PALAVRA: tin                           	Qtde: 64
PALAVRA: tinge                         	Qtde: 16
PALAVRA: tinged                        	Qtde: 16
PALAVRA: tingled                       	Qtde: 16
PALAVRA: tingling                      	Qtde: 16
PALAVRA: tinned                        	Qtde: 16
PALAVRA: tins                          	Qtde: 32
PALAVRA: tinted                        	Qtde: 16
PALAVRA: tiny                          	Qtde: 32
PALAVRA: tips                          	Qtde: 16
PALAVRA: tiptoe                        	Qtde: 48
PALAVRA: tiptoed                       	Qtde: 32
PALAVRA: tire                          	Qtde: 16
PALAVRA: tired                         	Qtde: 16
PALAVRA: title                         	Qtde: 48
PALAVRA: to                            	Qtde: 23776
PALAVRA: tobacco                       	Qtde: 80
PALAVRA: tobacconist                   	Qtde: 16
PALAVRA: today                         	Qtde: 192
PALAVRA: toes                          	Qtde: 16
PALAVRA: toff                          	Qtde: 16
PALAVRA: together                      	Qtde: 496
PALAVRA: toiling                       	Qtde: 16
PALAVRA: told                          	Qtde: 656
PALAVRA: tolerate                      	Qtde: 16
PALAVRA: tomorrow                      	Qtde: 176
PALAVRA: tone                          	Qtde: 32
PALAVRA: tongue                        	Qtde: 16
PALAVRA: tonight                       	Qtde: 240
PALAVRA: too                           	Qtde: 416
PALAVRA: took                          	Qtde: 544
PALAVRA: tool                          	Qtde: 48
PALAVRA: tooshe                        	Qtde: 16
PALAVRA: top                           	Qtde: 112
PALAVRA: topped                        	Qtde: 16
PALAVRA: tor                           	Qtde: 224
PALAVRA: torches                       	Qtde: 16
PALAVRA: tore                          	Qtde: 32
PALAVRA: torn                          	Qtde: 32
PALAVRA: toronto                       	Qtde: 16
PALAVRA: torrent                       	Qtde: 16
PALAVRA: tors                          	Qtde: 48
PALAVRA: tortured                      	Qtde: 16
PALAVRA: tossed                        	Qtde: 16
PALAVRA: tossing                       	Qtde: 48
PALAVRA: total                         	Qtde: 16
PALAVRA: touch                         	Qtde: 96
PALAVRA: touched                       	Qtde: 48
PALAVRA: tourist                       	Qtde: 16
PALAVRA: towards                       	Qtde: 368
PALAVRA: towel                         	Qtde: 16
PALAVRA: towers                        	Qtde: 64
PALAVRA: town                          	Qtde: 192
PALAVRA: trace                         	Qtde: 144
PALAVRA: traced                        	Qtde: 32
PALAVRA: tracery                       	Qtde: 16
PALAVRA: traces                        	Qtde: 80
PALAVRA: tracey                        	Qtde: 288
PALAVRA: track                         	Qtde: 256
PALAVRA: trade                         	Qtde: 48
PALAVRA: trademark                     	Qtde: 160
PALAVRA: trademarkcopyright            	Qtde: 16
PALAVRA: trafalgar                     	Qtde: 16
PALAVRA: traffic                       	Qtde: 16
PALAVRA: tragedy                       	Qtde: 144
PALAVRA: tragic                        	Qtde: 80
PALAVRA: trail                         	Qtde: 64
PALAVRA: trailed                       	Qtde: 16
PALAVRA: trailing                      	Qtde: 48
PALAVRA: train                         	Qtde: 64
PALAVRA: trained                       	Qtde: 32
PALAVRA: training                      	Qtde: 16
PALAVRA: transcribe                    	Qtde: 16
PALAVRA: transcribing                  	Qtde: 16
PALAVRA: transcription                 	Qtde: 16
PALAVRA: transfixed                    	Qtde: 16
PALAVRA: trap                          	Qtde: 96
PALAVRA: trapdoor                      	Qtde: 16
PALAVRA: travel                        	Qtde: 16
PALAVRA: travelled                     	Qtde: 32
PALAVRA: treacherous                   	Qtde: 16
PALAVRA: tread                         	Qtde: 16
PALAVRA: treat                         	Qtde: 16
PALAVRA: treated                       	Qtde: 32
PALAVRA: treating                      	Qtde: 16
PALAVRA: treatment                     	Qtde: 48
PALAVRA: trees                         	Qtde: 160
PALAVRA: trembled                      	Qtde: 16
PALAVRA: trembling                     	Qtde: 48
PALAVRA: trench                        	Qtde: 16
PALAVRA: trenchers                     	Qtde: 16
PALAVRA: trend                         	Qtde: 16
PALAVRA: trespass                      	Qtde: 32
PALAVRA: trial                         	Qtde: 16
PALAVRA: trick                         	Qtde: 16
PALAVRA: tried                         	Qtde: 96
PALAVRA: trifle                        	Qtde: 32
PALAVRA: trifles                       	Qtde: 16
PALAVRA: trifling                      	Qtde: 16
PALAVRA: trigger                       	Qtde: 16
PALAVRA: trimmings                     	Qtde: 16
PALAVRA: tripod                        	Qtde: 16
PALAVRA: triumph                       	Qtde: 80
PALAVRA: trivial                       	Qtde: 32
PALAVRA: tropical                      	Qtde: 16
PALAVRA: trouble                       	Qtde: 224
PALAVRA: troubled                      	Qtde: 32
PALAVRA: troubling                     	Qtde: 48
PALAVRA: trousers                      	Qtde: 48
PALAVRA: true                          	Qtde: 208
PALAVRA: trust                         	Qtde: 144
PALAVRA: trusted                       	Qtde: 16
PALAVRA: trustee                       	Qtde: 16
PALAVRA: trustworthy                   	Qtde: 16
PALAVRA: trusty                        	Qtde: 16
PALAVRA: truth                         	Qtde: 320
PALAVRA: truthful                      	Qtde: 16
PALAVRA: try                           	Qtde: 80
PALAVRA: trying                        	Qtde: 32
PALAVRA: ttette                        	Qtde: 16
PALAVRA: tuft                          	Qtde: 80
PALAVRA: tug                           	Qtde: 16
PALAVRA: tugging                       	Qtde: 16
PALAVRA: tumbledown                    	Qtde: 16
PALAVRA: tunnel                        	Qtde: 48
PALAVRA: turf                          	Qtde: 16
PALAVRA: turn                          	Qtde: 240
PALAVRA: turned                        	Qtde: 704
PALAVRA: turning                       	Qtde: 48
PALAVRA: turns                         	Qtde: 16
PALAVRA: turpey                        	Qtde: 16
PALAVRA: turrets                       	Qtde: 16
PALAVRA: tutor                         	Qtde: 32
PALAVRA: twain                         	Qtde: 16
PALAVRA: tweed                         	Qtde: 64
PALAVRA: twelve                        	Qtde: 48
PALAVRA: twenty                        	Qtde: 48
PALAVRA: twentyfour                    	Qtde: 32
PALAVRA: twentythree                   	Qtde: 80
PALAVRA: twice                         	Qtde: 192
PALAVRA: twilight                      	Qtde: 16
PALAVRA: twin                          	Qtde: 16
PALAVRA: twirled                       	Qtde: 16
PALAVRA: twisted                       	Qtde: 16
PALAVRA: two                           	Qtde: 1248
PALAVRA: twogaunt                      	Qtde: 16
PALAVRA: txt                           	Qtde: 16
PALAVRA: type                          	Qtde: 64
PALAVRA: types                         	Qtde: 32
PALAVRA: typewriter                    	Qtde: 32
PALAVRA: typewriting                   	Qtde: 16
PALAVRA: typical                       	Qtde: 16
PALAVRA: tyrant                        	Qtde: 16
PALAVRA: ugly                          	Qtde: 32
PALAVRA: unable                        	Qtde: 128
PALAVRA: unambitious                   	Qtde: 48
PALAVRA: unannounced                   	Qtde: 16
PALAVRA: unarmed                       	Qtde: 16
PALAVRA: unbroken                      	Qtde: 16
PALAVRA: uncancelled                   	Qtde: 16
PALAVRA: uncanny                       	Qtde: 16
PALAVRA: uncertain                     	Qtde: 32
PALAVRA: uncle                         	Qtde: 96
PALAVRA: uncles                        	Qtde: 48
PALAVRA: uncomfortably                 	Qtde: 16
PALAVRA: uncommon                      	Qtde: 16
PALAVRA: unconcerned                   	Qtde: 16
PALAVRA: unconcernedly                 	Qtde: 16
PALAVRA: unconscious                   	Qtde: 16
PALAVRA: uncontrollable                	Qtde: 16
PALAVRA: uncouth                       	Qtde: 16
PALAVRA: uncurtained                   	Qtde: 16
PALAVRA: undeceived                    	Qtde: 16
PALAVRA: undeniable                    	Qtde: 16
PALAVRA: under                         	Qtde: 464
PALAVRA: undergo                       	Qtde: 16
PALAVRA: underrated                    	Qtde: 16
PALAVRA: understand                    	Qtde: 416
PALAVRA: understanding                 	Qtde: 32
PALAVRA: understood                    	Qtde: 80
PALAVRA: undertake                     	Qtde: 32
PALAVRA: undertaking                   	Qtde: 16
PALAVRA: undoing                       	Qtde: 16
PALAVRA: undoubtedly                   	Qtde: 16
PALAVRA: undulating                    	Qtde: 16
PALAVRA: undulations                   	Qtde: 16
PALAVRA: uneasiness                    	Qtde: 16
PALAVRA: uneasy                        	Qtde: 32
PALAVRA: uneducated                    	Qtde: 16
PALAVRA: unemotional                   	Qtde: 16
PALAVRA: unenforceability              	Qtde: 16
PALAVRA: unexpected                    	Qtde: 48
PALAVRA: unexpectedly                  	Qtde: 16
PALAVRA: unexplained                   	Qtde: 32
PALAVRA: unexplored                    	Qtde: 16
PALAVRA: unfair                        	Qtde: 16
PALAVRA: unfairly                      	Qtde: 16
PALAVRA: unfortunate                   	Qtde: 96
PALAVRA: unfortunately                 	Qtde: 16
PALAVRA: unfounded                     	Qtde: 16
PALAVRA: unfruitful                    	Qtde: 16
PALAVRA: unfurnished                   	Qtde: 16
PALAVRA: unhappy                       	Qtde: 96
PALAVRA: uniform                       	Qtde: 16
PALAVRA: uniforms                      	Qtde: 16
PALAVRA: unimaginative                 	Qtde: 16
PALAVRA: uninteresting                 	Qtde: 32
PALAVRA: unique                        	Qtde: 16
PALAVRA: unite                         	Qtde: 32
PALAVRA: united                        	Qtde: 176
PALAVRA: unjustifiable                 	Qtde: 16
PALAVRA: unkennel                      	Qtde: 16
PALAVRA: unknown                       	Qtde: 112
PALAVRA: unless                        	Qtde: 240
PALAVRA: unlike                        	Qtde: 16
PALAVRA: unlikely                      	Qtde: 80
PALAVRA: unlimited                     	Qtde: 16
PALAVRA: unlink                        	Qtde: 16
PALAVRA: unmarried                     	Qtde: 48
PALAVRA: unmistakable                  	Qtde: 16
PALAVRA: unmitigated                   	Qtde: 32
PALAVRA: unnatural                     	Qtde: 16
PALAVRA: unnecessary                   	Qtde: 16
PALAVRA: unoccupied                    	Qtde: 16
PALAVRA: unpleasant                    	Qtde: 48
PALAVRA: unpractical                   	Qtde: 16
PALAVRA: unprotected                   	Qtde: 16
PALAVRA: unrolled                      	Qtde: 16
PALAVRA: unsafe                        	Qtde: 16
PALAVRA: unseen                        	Qtde: 32
PALAVRA: unsigned                      	Qtde: 16
PALAVRA: unsolicited                   	Qtde: 16
PALAVRA: unspoken                      	Qtde: 16
PALAVRA: unswathed                     	Qtde: 16
PALAVRA: untenanted                    	Qtde: 16
PALAVRA: until                         	Qtde: 912
PALAVRA: untimely                      	Qtde: 16
PALAVRA: unusual                       	Qtde: 16
PALAVRA: unwarlike                     	Qtde: 16
PALAVRA: unwonted                      	Qtde: 16
PALAVRA: up                            	Qtde: 2000
PALAVRA: updated                       	Qtde: 16
PALAVRA: uplands                       	Qtde: 16
PALAVRA: upon                          	Qtde: 5056
PALAVRA: upper                         	Qtde: 96
PALAVRA: upright                       	Qtde: 32
PALAVRA: uproar                        	Qtde: 16
PALAVRA: upshot                        	Qtde: 32
PALAVRA: upstairs                      	Qtde: 80
PALAVRA: upthank                       	Qtde: 16
PALAVRA: upward                        	Qtde: 48
PALAVRA: upwood                        	Qtde: 32
PALAVRA: urchin                        	Qtde: 16
PALAVRA: urged                         	Qtde: 16
PALAVRA: urgency                       	Qtde: 16
PALAVRA: urgent                        	Qtde: 32
PALAVRA: us                            	Qtde: 2944
PALAVRA: use                           	Qtde: 400
PALAVRA: used                          	Qtde: 240
PALAVRA: useful                        	Qtde: 32
PALAVRA: useless                       	Qtde: 80
PALAVRA: user                          	Qtde: 48
PALAVRA: using                         	Qtde: 96
PALAVRA: usthe                         	Qtde: 16
PALAVRA: ustomorrow                    	Qtde: 16
PALAVRA: usual                         	Qtde: 32
PALAVRA: usually                       	Qtde: 48
PALAVRA: ut                            	Qtde: 16
PALAVRA: utensils                      	Qtde: 16
PALAVRA: utmost                        	Qtde: 64
PALAVRA: utterance                     	Qtde: 16
PALAVRA: uttered                       	Qtde: 16
PALAVRA: v                             	Qtde: 48
PALAVRA: vague                         	Qtde: 160
PALAVRA: vaguely                       	Qtde: 16
PALAVRA: vagueness                     	Qtde: 16
PALAVRA: vain                          	Qtde: 16
PALAVRA: valley                        	Qtde: 48
PALAVRA: valour                        	Qtde: 32
PALAVRA: valuable                      	Qtde: 16
PALAVRA: value                         	Qtde: 96
PALAVRA: vandeleur                     	Qtde: 64
PALAVRA: vandeleurs                    	Qtde: 16
PALAVRA: vanilla                       	Qtde: 32
PALAVRA: vanish                        	Qtde: 32
PALAVRA: vanished                      	Qtde: 32
PALAVRA: vanishes                      	Qtde: 16
PALAVRA: vapour                        	Qtde: 32
PALAVRA: variety                       	Qtde: 32
PALAVRA: various                       	Qtde: 16
PALAVRA: varnished                     	Qtde: 16
PALAVRA: vast                          	Qtde: 48
PALAVRA: vastness                      	Qtde: 16
PALAVRA: vatican                       	Qtde: 16
PALAVRA: vegetation                    	Qtde: 16
PALAVRA: vegetationsad                 	Qtde: 16
PALAVRA: vehemence                     	Qtde: 16
PALAVRA: vehicles                      	Qtde: 16
PALAVRA: veil                          	Qtde: 32
PALAVRA: veins                         	Qtde: 48
PALAVRA: velvet                        	Qtde: 16
PALAVRA: venerable                     	Qtde: 16
PALAVRA: vengeance                     	Qtde: 16
PALAVRA: venture                       	Qtde: 64
PALAVRA: verdict                       	Qtde: 32
PALAVRA: version                       	Qtde: 16
PALAVRA: very                          	Qtde: 3056
PALAVRA: vestry                        	Qtde: 16
PALAVRA: vexation                      	Qtde: 32
PALAVRA: vexed                         	Qtde: 16
PALAVRA: vibrated                      	Qtde: 16
PALAVRA: vicious                       	Qtde: 16
PALAVRA: victim                        	Qtde: 112
PALAVRA: view                          	Qtde: 160
PALAVRA: viewed                        	Qtde: 16
PALAVRA: viewing                       	Qtde: 16
PALAVRA: views                         	Qtde: 32
PALAVRA: viewthe                       	Qtde: 16
PALAVRA: vigil                         	Qtde: 32
PALAVRA: vile                          	Qtde: 16
PALAVRA: village                       	Qtde: 48
PALAVRA: villagers                     	Qtde: 16
PALAVRA: villain                       	Qtde: 80
PALAVRA: villainy                      	Qtde: 32
PALAVRA: violates                      	Qtde: 16
PALAVRA: violence                      	Qtde: 32
PALAVRA: violent                       	Qtde: 16
PALAVRA: violently                     	Qtde: 16
PALAVRA: violet                        	Qtde: 16
PALAVRA: violin                        	Qtde: 16
PALAVRA: virus                         	Qtde: 16
PALAVRA: visible                       	Qtde: 80
PALAVRA: vision                        	Qtde: 16
PALAVRA: visit                         	Qtde: 288
PALAVRA: visited                       	Qtde: 16
PALAVRA: visiting                      	Qtde: 16
PALAVRA: visitingcard                  	Qtde: 16
